Description,Category
The Boathouse Arundel,Entertainment
Association,Unknown transactions
Wyldwoman,Charitable and Political Donations: Wyldwoman (Not UK registered)
The Puddleduck Nursery,Childcare - Nursery/Schools (grandchildren)
1A Acclaim Carpet Clea,Cleaning
Petrovictan,Charitable & Political Donations: Petrovictan
Amazon,Shopping
Nick & Trick's Analogue Photography Supplies,Photography
Lynnm,Charitable and Political Donations: Lynnm
Fmb construction,Fmb Construction
Grape Tree,Shopping
1A Acclaim Carpet Clea,Cleaning
1A Acclaim Carpet Clea,Cleaning
Help4Pointers,Charitable and Political Donations: Help4Pointers
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - GBP 40201 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer GBP 40201 - Adela,JB - USD 2120.333.01 - Adela
Neraremzija,Charitable and Political Donations: Neraremzija
Co-op Group,Food / Groceries
Medaforpaws,Charitable and Political Donations: Medaforpaws
Petrovictan,Charitable & Political Donations: Petrovictan
Amazon,Shopping
mostafa.majd,Charitable and Political Donations
Grub Club Pets,Animal care / Pet expenses
itsu,Food / Groceries
Hotels,Travel - National
Pallant of Arundel,Food / Groceries
savic,Charitable and Political Donations: Savic
Groceries,Food / Groceries
Cotswold RAW,Animal care / Pet expenses
itsu,Food / Groceries
Leon,Food / Groceries
Animalweb,Charitable and Political Donations: Animalweb
mostafa.majd,Charitable and Political Donations
Gaskyns,Food / Groceries
Trainline,Travel - National
COMMISSION SECURITIES LENDING,Commission received
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Animalweb,Charitable and Political Donations: Animalweb
The Spa Club,Personal care/ Cosmetic
savic,Charitable and Political Donations: Savic
Trainline,Travel - National
Groceries,Food / Groceries
mostafa.majd,Charitable and Political Donations
Soho House (Membership),Entertainment
TFL,Travel - National
Boots,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
Medaforpaws,Charitable and Political Donations: Medaforpaws
"Post, Card 26",Cash ATM Transactions
savic,Charitable and Political Donations: Savic
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Etsy,Shopping
JUNIPER Arundel,Food / Groceries
Amazon,Shopping
Baaria,Food / Groceries
savic,Charitable and Political Donations: Savic
WHSmith,Shopping
Unity Communications Ltd,Subscriptions
Amazon,Shopping
"Post, Card 26",Cash ATM Transactions
mostafa.majd,Charitable and Political Donations
Apple,Shopping
EVA DOWNEY,Eva Downey
Soho House (Membership),Entertainment
Bank Transfer from Julius Baer USD 33301 to JB $ Top card credit 063,JB $ TopCard credit 063 - Adela
Bank Transfer from Julius Baer USD 33301 to JB $ Top card credit 063,JB - USD 2120.333.01 - Adela
TFL,Travel - National
JUNIPER Arundel,Food / Groceries
ORACLE CORP,Coupon Credits from JB
Help.For.Stray,Charitable and Political Donations: Help.for stray
The Boathouse Arundel,Entertainment
Petrovictan,Charitable & Political Donations: Petrovictan
JUNIPER Arundel,Food / Groceries
Water Aid,Charitable and Political Donations: Wateraid
Rokvicgordana,Rokvicgordana
Certas Energy,"Light, Power, Heating - UK"
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Edina UK Ltd,Investments
Gaskyns,Food / Groceries
Pallant of Arundel,Food / Groceries
"Post, Card 26",Cash ATM Transactions
The Boathouse Arundel,Entertainment
Apple,Shopping
Petrovictan,Charitable & Political Donations: Petrovictan
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
CISCO SYSTEMS INC,Coupon Credits from JB
bank charge,Bank Fees
Apple,Shopping
Co-op Group,Food / Groceries
Nfu Mutual Ins-Bc,Insurance
EVA DOWNEY,Eva Downey
"Post, Card 26",Cash ATM Transactions
Wise,Unknown transactions
Steve Lewis,Steve Lewis
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
American express,Bank Fees
World of Books,Shopping
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Nfu Mutual Ins-Bc,Insurance
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Etsy,Shopping
Amazon,Shopping
Change.org,Charitable and Political Donations: Change.org
DANAHER CORP,Coupon Credits from JB
SERVICIO Service Stations,Travel - International
Triwater Ltd,Personal care/ Cosmetic
Shopping,Shopping
Lynnm,Charitable and Political Donations: Lynnm
Co-op Group,Food / Groceries
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Sam Debuse,Samuel Debuse
Sam Debuse,Samuel Debuse
Change.org,Charitable and Political Donations: Change.org
Trainline,Travel - National
Almasarinve,Unknown transactions
Pallant of Arundel,Food / Groceries
Leon,Food / Groceries
itsu,Food / Groceries
Personal Care/Cosmetics,Personal care/ Cosmetic
Orangutan,Charitable and Political Donations: Orangutan
Groceries,Food / Groceries
ISHARES III PLC,Coupon Credits from JB
Apple,Shopping
interest,Interest Income
ATM - Cash Withdrawals,Cash ATM Transactions
TFL,Travel - National
Almasarinve,Unknown transactions
Business insurance policied Sabadell,Insurance
BMW Financial Services,BMW Car - Motor vehicles
French Caf Bistrot,Food / Groceries
Shopping,Shopping
ATM - Cash Withdrawals,Cash ATM Transactions
Zoe Mason Art,Art
Food / Groceries,Food / Groceries
ARTUSI LONDON,Entertainment
Etsy,Shopping
TFL,Travel - National
Amazon Prime,Subscriptions
Sightsavers,Charitable and Political Donations: Sightsavers
Grumpy Mule,Shopping
The Brooke Hospital,Charitable and Political Donations: The Brooke Hospital
Barclays Mortgages,Mortgages Barclays
Humane Society International,Charitable and Political Donations
Eia UK,Charitable and Political Donations: Eia UK
SMC Re Unity,Charitable and Political Donations: SMC Re Unity
Trainline,Travel - National
M&S,Shopping
World Animal Protection,Charitable and Political Donations: World Animal Prote
Donkey Sanctuary,Charitable and Political Donations: Donkey Sanctuary
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Co-op Group,Food / Groceries
Steve Lewis,Steve Lewis
Deli Twenty Two,Food / Groceries
The Boathouse Arundel,Entertainment
Goshcc,Charitable and Political Donations: Goshcc
Sky Digital,Subscriptions
Arun D.C.,Arun D.C.
Fauna & Flora,Charitable and Political Donations: Fauna & Flora cambridge
BMW Financial Services,BMW Car - Motor vehicles
Dogs Trust,Charitable and Political Donations: Dogs Trust
Portsmouth water,UK Property / Farm Expenses - LFH Main Home
French Cafe Bistrot,Food / Groceries
Greenpeace Limited,Charitable and Political Donations: Greenpeace Ltd
Edina UK Ltd,Investments
RSPCA,Charitable and Political Donations: RSPCA
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
PDSA,Charitable and Political Donations: Pdsa Telford
Animalweb,Charitable and Political Donations: Animalweb
Stefanzeljkovi,Charitable and Political Donations: Stefa
PROCTER & GAMBLE CO,Coupon Credits from JB
The Boathouse Arundel,Entertainment
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
mirelahusic,Unknown transactions
Shopping,Shopping
Grumpy Mule,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Soho House (Membership),Entertainment
Co-op Group,Food / Groceries
Wise,Unknown transactions
Hairstory,Personal care/ Cosmetic
Animalweb,Charitable and Political Donations: Animalweb
JUNIPER Arundel,Food / Groceries
Phoenix Aviation,Entertainment
Pret a Manger,Food / Groceries
Amazon,Shopping
Shelter Nat camp,Charitable and Political Donations: Shelter Nat camp
Almasarinve,Unknown transactions
Soho House (Membership),Entertainment
Cowdray Farm Shop,Food / Groceries
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
Orangutan,Charitable and Political Donations: Orangutan
Commission Fee,Bank Fees
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Federico Recayte Jara,Property Expenses - Spain
Animalweb,Charitable and Political Donations: Animalweb
Personal Care/Cosmetics,Personal care/ Cosmetic
TFL,Travel - National
Amazon,Shopping
Apple,Shopping
Etsy,Shopping
Dogstar Foundation,Charitable and Political Donations: Dogstar Donat
L3Ky22,Charitable and Political Donations: L3Ky2
Friends Earth Trust,Charitable and Political Donations: Friends Earth Trus
mirelahusic,Charitable and Political Donations
Debt Recovery Plus,Travel - National
Oneskin Tech,Personal care/ Cosmetic
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,JB - GBP 40201 - Adela
Unknown,Telephone & Internet
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
"Post, Card 26",Cash ATM Transactions
Cash.Completesave.Co.Uk,Fraudulent activity - Suspense
Soho House (Membership),Entertainment
Amazon Prime,Shopping
Pallant of Arundel,Food / Groceries
RSPCA,Charitable and Political Donations: RSPCA
"Post, Card 26",Cash ATM Transactions
Co-op Group,Food / Groceries
"Post, Card 26",Cash ATM Transactions
E.F.S,Telephone & Internet
Pallant of Arundel,Food / Groceries
Spotify,Subscriptions
Scent lounge,Shopping
Pharmacy,Personal care/ Cosmetic
Animalweb,Charitable and Political Donations: Animalweb
"Post, Card 26",Cash ATM Transactions
Shopping,Shopping
MICROSOFT CORP,Coupon Credits from JB
Taxi - UK,Travel - National
bank charge,Bank Fees
Commission Fee,Bank Fees
Street Medical Practice,Personal care/ Cosmetic
Nautica Santa Eulalia S.L.,Boat rental
Parking,Travel - National
Arundel Framing Workshop,Art
Pharmacy,Personal care/ Cosmetic
Trainline,Travel - National
Personal Care/Cosmetics,Personal care/ Cosmetic
TFL,Travel - National
Leon,Food / Groceries
Tarrant Street Clinic,Personal care/ Cosmetic
ORACLE CORP,Coupon Credits from JB
Pret a Manger,Food / Groceries
Groceries,Food / Groceries
Parking,Travel - National
Vinted,Shopping
TFL,Travel - National
Janaa,Charitable and Political Donations: Janaa
Vesnagd69,Charitable and Political Donations: Vesna
Restaurants,Entertainment
Boots,Personal care/ Cosmetic
Restaurants,Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Shopping,Shopping
Uniqlo,Shopping
Airlines,Travel - International
ASML HOLDING,Coupon Credits from JB
Amazon,Shopping
Amazon,Shopping
Ivahok,Charitable and Political Donations: Ivahok
Apple,Shopping
Netflix.Com,Subscriptions
Shopping,Shopping
Apple,Shopping
Doubletree,Travel - National
Manilife Ltd,Food / Groceries
Vinted,Shopping
Veterinary Services,Animal care / Pet expenses
Lynnm,Charitable and Political Donations: Lynnm
itsu,Food / Groceries
Shopping,Shopping
Lintbellsinc/Yum,Animal care / Pet expenses
Wise,Unknown transactions
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Vinted,Shopping
Battersea Dogs,Charitable and Political Donations: Battersea Dogs
Unknown,Shopping
Trainline,Travel - National
Pallant of Arundel,Food / Groceries
Huel,Food / Groceries
Petrol,Travel - National
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Apple,Shopping
Parking,Travel - National
The Boathouse Arundel,Entertainment
Shopping,Shopping
"Post, Card 26",Cash ATM Transactions
Parking,Travel - National
"Post, Card 26",Cash ATM Transactions
Taxi - UK,Travel - National
Regina,charitable and political Donations: Regina
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Southover Electric,Motor Vehicle Expenses
Cultbeauty,Shopping
"Post, Card 26",Cash ATM Transactions
Amazon,Shopping
Shopping,Shopping
Outfox The Market,"Light, Power, Heating - UK"
Edina UK Ltd,Investments
Vinted,Shopping
JUNIPER Arundel,Food / Groceries
Soho House (Membership),Entertainment
Co-op Group,Food / Groceries
Shopping,Shopping
"Post, Card 26",Cash ATM Transactions
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Co-op Group,Food / Groceries
Cultbeauty,Shopping
Uniqlo,Shopping
Amazon,Shopping
KJ Voase & Son,UK Property / Farm Expenses - LFH Main Home
Personal Care/Cosmetics,Personal care/ Cosmetic
Crossbush,Entertainment
Steve Lewis,Steve Lewis
Food / Groceries,Food / Groceries
Etsy,Shopping
Neraremzija,Charitable and Political Donations: Neraremzija
Shopping,Shopping
Food / Groceries,Food / Groceries
Cult Mia,Shopping
"Madeline Lewis, Hazel and Lizzie",Animal care / Pet expenses
Vinted,Shopping
Help.For.Stray,Charitable and Political Donations: Help.for stray
Uk For Unhcr,Charitable and Political Donations: UK for Unhcr
Cultbeauty,Shopping
TFL,Travel - National
The Boathouse Arundel,Entertainment
MASTERCARD INC,Coupon Credits from JB
Pallant of Arundel,Food / Groceries
Post Office,"Postage, Freight & Courier"
M&S,Shopping
Habibashelter,Charitable and Political Donations: Habiba shelter
CONTEMPORARY HOTELS PTY LIMITED,Travel - International
Justanswer.Co.Uk,Subscriptions
Land Energy Girvan Ltd,UK Property / Farm Expenses - LFH Main Home
Co-op Group,Food / Groceries
INTEL CORP,Coupon Credits from JB
Post Office,"Postage, Freight & Courier"
Morrisons,Food / Groceries
Hackney Essentials,Shopping
TFL,Travel - National
Amazon,Shopping
Uber,Travel - National
FUENTE JARA S.L.,Property Expenses - Spain
Change.org,Charitable and Political Donations: Change.org
CATERPILLAR FINANC,Coupon Credits from JB
Deliveroo,Entertainment
Pret a Manger,Food / Groceries
City View Off License,Food / Groceries
Neraremzija,Charitable and Political Donations: Neraremzija
McDonalds,Food / Groceries
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer AUD 08801 - Adela,JB - AUD 08801 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to Julius Baer AUD 08801 - Adela,JB - USD 2120.333.01 - Adela
Trainline,Travel - National
Leon,Food / Groceries
INTUIT INC,JB Investment account
Revolve UK,Shopping
Uber,Travel - National
Besque,Personal care/ Cosmetic
MULTICOOPERATION SICAV JB FIXED INCOME,Coupon Credits from JB
"Post, Card 26",Cash ATM Transactions
Oscar's Place,Charitable and Political Donations
Food / Groceries,Food / Groceries
MULTICOOPERATION SICAV JB FIXED INCOME,Coupon Credits from JB
JUNIPER Arundel,Food / Groceries
Post Office,"Postage, Freight & Courier"
TFL,Travel - National
Veterinary Services,Animal care / Pet expenses
Lynnm,Charitable and Political Donations: Lynnm
Animalweb,Charitable and Political Donations: Animalweb
Pret a Manger,Food / Groceries
Food / Groceries,Food / Groceries
wwf lottery,Charitable and Political Donations
Personal Care/Cosmetics,Personal care/ Cosmetic
Mypure.Co.Uk,Personal care/ Cosmetic
*Madalinabaronc,Charitable and Political Donations: Madal
Vesnagd69,Charitable and Political Donations: Vesna
Animals Australia,Charitable and Political Donations
Daylewis Forest Hill,Personal care/ Cosmetic
Stefanzeljkovi,Charitable and Political Donations: Stefa
Apple Inc,Coupon Credits from JB
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Four paws UK,Charitable and Political Donations: Four paws UK
Shopping,Shopping
Josse Davis,Shopping
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
JUNIPER Arundel,Food / Groceries
Blinds 2Go Limited,UK Property / Farm Expenses - LFH Main Home
Int Rescue Committ,Charitable and Political Donations: Rescue
Hotels,Travel - National
RSPCA,Charitable and Political Donations: RSPCA
Fmb construction,Fmb Construction
The Boathouse Arundel,Entertainment
interest,Interest Income
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Purchase - INVESTMENTS,Investments
Food / Groceries,Food / Groceries
META PLATFORMS INC,JB Investment account
Steve Lewis,Steve Lewis
HONEYWELL INTL INC,Investments
Pondkeeper,UK Property / Farm Expenses - LFH Main Home
Change.org,Charitable and Political Donations: Change.org
Neraremzija,Charitable and Political Donations: Neraremzija
Passenger,Shopping
Compensation Credit,Compensation payments JB
META PLATFORMS,JB Investment account
Young Lives vs Cancer - Clic Sgent,Charitable and Political Donations: Young Lives vs Cancer - Clic Sgent
JUNIPER Arundel,Food / Groceries
CBRE RE CLIENT SHAFTSBURY CMR.,JB Investment account
HomeServe,"Light, Power, Heating - UK"
Trainline,Travel - National
Oliverbonas,Shopping
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
World of Books,Shopping
Temu.Com,Shopping
Vesnagd69,Charitable and Political Donations: Vesna
French Bedroom,Shopping
bank charge,Bank Fees
